# DMESTAR Mass Track Snapshot
#
# Model Number:    400  Age (Myr):     30.241
#  Mass (Msun):  1.000 Fe/H (dex):   0.05
#
#---------
   74  383 1265
    1   28.361093    8.613225   17.135117    7.104753    1.899332    0.000152   -0.208698    0.072104  0.69532166-309
    2   28.411093    8.629892   17.135080    7.104739    1.899310    0.000171   -0.208698    0.072104  0.69532166-309
    3   28.461093    8.646560   17.135039    7.104722    1.899285    0.000192   -0.208698    0.072104  0.69532166-309
    4   28.511093    8.663228   17.134995    7.104705    1.899259    0.000215   -0.208698    0.072104  0.69532166-309
    5   28.561093    8.679898   17.134948    7.104686    1.899231    0.000242   -0.208698    0.072104  0.69532166-309
    6   28.611093    8.696568   17.134897    7.104666    1.899200    0.000271   -0.208698    0.072104  0.69532166-309
    7   28.661093    8.713239   17.134841    7.104644    1.899167    0.000304   -0.208698    0.072104  0.69532166-309
    8   28.711093    8.729911   17.134782    7.104621    1.899131    0.000341   -0.208698    0.072104  0.69532166-309
    9   28.761093    8.746583   17.134717    7.104595    1.899092    0.000382   -0.208698    0.072104  0.69532166-309
   10   28.811093    8.763257   17.134648    7.104567    1.899050    0.000429   -0.208698    0.072104  0.69532166-309
   11   28.861093    8.779931   17.134573    7.104538    1.899005    0.000481   -0.208698    0.072104  0.69532166-309
   12   28.911093    8.796606   17.134492    7.104506    1.898957    0.000539   -0.208698    0.072104  0.69532166-309
   13   28.961093    8.813282   17.134404    7.104471    1.898904    0.000604   -0.208698    0.072104  0.69532166-309
   14   29.011093    8.829959   17.134309    7.104433    1.898847    0.000678   -0.208698    0.072104  0.69532166-309
   15   29.061093    8.846637   17.134207    7.104393    1.898786    0.000760   -0.208698    0.072104  0.69532166-309
   16   29.111093    8.863316   17.134097    7.104349    1.898720    0.000852   -0.208698    0.072104  0.69532166-309
   17   29.161093    8.879996   17.133978    7.104302    1.898648    0.000955   -0.208698    0.072104  0.69532166-309
   18   29.211093    8.896678   17.133849    7.104251    1.898571    0.001070   -0.208698    0.072104  0.69532166-309
   19   29.261093    8.913361   17.133710    7.104196    1.898488    0.001199   -0.208698    0.072104  0.69532166-309
   20   29.311093    8.930045   17.133560    7.104136    1.898398    0.001343   -0.208698    0.072104  0.69532166-309
   21   29.361093    8.946730   17.133398    7.104072    1.898300    0.001505   -0.208698    0.072104  0.69532166-309
   22   29.411093    8.963418   17.133223    7.104003    1.898195    0.001686   -0.208698    0.072104  0.69532166-309
   23   29.461093    8.980107   17.133034    7.103928    1.898082    0.001888   -0.208698    0.072104  0.69532166-309
   24   29.511093    8.996797   17.132830    7.103847    1.897959    0.002115   -0.208698    0.072104  0.69532166-309
   25   29.561093    9.013490   17.132610    7.103760    1.897827    0.002368   -0.208698    0.072104  0.69532166-309
   26   29.611093    9.030185   17.132371    7.103665    1.897684    0.002651   -0.208698    0.072104  0.69532166-309
   27   29.661093    9.046883   17.132114    7.103563    1.897530    0.002967   -0.208698    0.072104  0.69532166-309
